match,team,opponent,team_score,opponent_score,result,status,ronda,temporada
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,1.0,draw,finished,31,23_24
Villarreal_AthleticClub,Villarreal,AthleticClub,1.0,1.0,draw,finished,31,23_24
RealSociedad_Almería,RealSociedad,Almería,2.0,2.0,draw,finished,31,23_24
Almería_RealSociedad,Almería,RealSociedad,2.0,2.0,draw,finished,31,23_24
Osasuna_Valencia,Osasuna,Valencia,0.0,1.0,loss,finished,31,23_24
Valencia_Osasuna,Valencia,Osasuna,1.0,0.0,win,finished,31,23_24
AthleticClub_Granada,AthleticClub,Granada,1.0,1.0,draw,finished,32,23_24
Granada_AthleticClub,Granada,AthleticClub,1.0,1.0,draw,finished,32,23_24
CeltaVigo_LasPalmas,CeltaVigo,LasPalmas,4.0,1.0,win,finished,32,23_24
LasPalmas_CeltaVigo,LasPalmas,CeltaVigo,1.0,4.0,loss,finished,32,23_24
RayoVallecano_Osasuna,RayoVallecano,Osasuna,2.0,1.0,win,finished,32,23_24
Osasuna_RayoVallecano,Osasuna,RayoVallecano,1.0,2.0,loss,finished,32,23_24
Valencia_RealBetis,Valencia,RealBetis,1.0,2.0,loss,finished,32,23_24
RealBetis_Valencia,RealBetis,Valencia,2.0,1.0,win,finished,32,23_24
GironaFC_Cádiz,GironaFC,Cádiz,4.0,1.0,win,finished,32,23_24
Cádiz_GironaFC,Cádiz,GironaFC,1.0,4.0,loss,finished,32,23_24
Getafe_RealSociedad,Getafe,RealSociedad,1.0,1.0,draw,finished,32,23_24
RealSociedad_Getafe,RealSociedad,Getafe,1.0,1.0,draw,finished,32,23_24
Almería_Villarreal,Almería,Villarreal,1.0,2.0,loss,finished,32,23_24
Villarreal_Almería,Villarreal,Almería,2.0,1.0,win,finished,32,23_24
DeportivoAlavés_AtléticoMadrid,DeportivoAlavés,AtléticoMadrid,2.0,0.0,win,finished,32,23_24
AtléticoMadrid_DeportivoAlavés,AtléticoMadrid,DeportivoAlavés,0.0,2.0,loss,finished,32,23_24
RealMadrid_Barcelona,RealMadrid,Barcelona,3.0,2.0,win,finished,32,23_24
Barcelona_RealMadrid,Barcelona,RealMadrid,2.0,3.0,loss,finished,32,23_24
Sevilla_Mallorca,Sevilla,Mallorca,2.0,1.0,win,finished,32,23_24
Mallorca_Sevilla,Mallorca,Sevilla,1.0,2.0,loss,finished,32,23_24
RealSociedad_RealMadrid,RealSociedad,RealMadrid,0.0,1.0,loss,finished,33,23_24
RealMadrid_RealSociedad,RealMadrid,RealSociedad,1.0,0.0,win,finished,33,23_24
LasPalmas_GironaFC,LasPalmas,GironaFC,0.0,2.0,loss,finished,33,23_24
GironaFC_LasPalmas,GironaFC,LasPalmas,2.0,0.0,win,finished,33,23_24
Almería_Getafe,Almería,Getafe,1.0,3.0,loss,finished,33,23_24
Getafe_Almería,Getafe,Almería,3.0,1.0,win,finished,33,23_24
DeportivoAlavés_CeltaVigo,DeportivoAlavés,CeltaVigo,3.0,0.0,win,finished,33,23_24
CeltaVigo_DeportivoAlavés,CeltaVigo,DeportivoAlavés,0.0,3.0,loss,finished,33,23_24
AtléticoMadrid_AthleticClub,AtléticoMadrid,AthleticClub,3.0,1.0,win,finished,33,23_24
AthleticClub_AtléticoMadrid,AthleticClub,AtléticoMadrid,1.0,3.0,loss,finished,33,23_24
Cádiz_Mallorca,Cádiz,Mallorca,1.0,1.0,draw,finished,33,23_24
Mallorca_Cádiz,Mallorca,Cádiz,1.0,1.0,draw,finished,33,23_24
Granada_Osasuna,Granada,Osasuna,3.0,0.0,win,finished,33,23_24
Osasuna_Granada,Osasuna,Granada,0.0,3.0,loss,finished,33,23_24
Villarreal_RayoVallecano,Villarreal,RayoVallecano,3.0,0.0,win,finished,33,23_24
RayoVallecano_Villarreal,RayoVallecano,Villarreal,0.0,3.0,loss,finished,33,23_24
RealBetis_Sevilla,RealBetis,Sevilla,1.0,1.0,draw,finished,33,23_24
Sevilla_RealBetis,Sevilla,RealBetis,1.0,1.0,draw,finished,33,23_24
Barcelona_Valencia,Barcelona,Valencia,4.0,2.0,win,finished,33,23_24
Valencia_Barcelona,Valencia,Barcelona,2.0,4.0,loss,finished,33,23_24
Getafe_AthleticClub,Getafe,AthleticClub,0.0,2.0,loss,finished,34,23_24
AthleticClub_Getafe,AthleticClub,Getafe,2.0,0.0,win,finished,34,23_24
RealSociedad_LasPalmas,RealSociedad,LasPalmas,2.0,0.0,win,finished,34,23_24
LasPalmas_RealSociedad,LasPalmas,RealSociedad,0.0,2.0,loss,finished,34,23_24
RealMadrid_Cádiz,RealMadrid,Cádiz,3.0,0.0,win,finished,34,23_24
Cádiz_RealMadrid,Cádiz,RealMadrid,0.0,3.0,loss,finished,34,23_24
GironaFC_Barcelona,GironaFC,Barcelona,4.0,2.0,win,finished,34,23_24
Barcelona_GironaFC,Barcelona,GironaFC,2.0,4.0,loss,finished,34,23_24
Mallorca_AtléticoMadrid,Mallorca,AtléticoMadrid,0.0,1.0,loss,finished,34,23_24
AtléticoMadrid_Mallorca,AtléticoMadrid,Mallorca,1.0,0.0,win,finished,34,23_24
Osasuna_RealBetis,Osasuna,RealBetis,0.0,2.0,loss,finished,34,23_24
RealBetis_Osasuna,RealBetis,Osasuna,2.0,0.0,win,finished,34,23_24
CeltaVigo_Villarreal,CeltaVigo,Villarreal,3.0,2.0,win,finished,34,23_24
Villarreal_CeltaVigo,Villarreal,CeltaVigo,2.0,3.0,loss,finished,34,23_24
Valencia_DeportivoAlavés,Valencia,DeportivoAlavés,0.0,1.0,loss,finished,34,23_24
DeportivoAlavés_Valencia,DeportivoAlavés,Valencia,1.0,0.0,win,finished,34,23_24
RayoVallecano_Almería,RayoVallecano,Almería,0.0,1.0,loss,finished,34,23_24
Almería_RayoVallecano,Almería,RayoVallecano,1.0,0.0,win,finished,34,23_24
Sevilla_Granada,Sevilla,Granada,3.0,0.0,win,finished,34,23_24
Granada_Sevilla,Granada,Sevilla,0.0,3.0,loss,finished,34,23_24
DeportivoAlavés_GironaFC,DeportivoAlavés,GironaFC,,,,notstarted,35,23_24
GironaFC_DeportivoAlavés,GironaFC,DeportivoAlavés,,,,notstarted,35,23_24
Mallorca_LasPalmas,Mallorca,LasPalmas,,,,notstarted,35,23_24
LasPalmas_Mallorca,LasPalmas,Mallorca,,,,notstarted,35,23_24
Villarreal_Sevilla,Villarreal,Sevilla,,,,notstarted,35,23_24
Sevilla_Villarreal,Sevilla,Villarreal,,,,notstarted,35,23_24
Granada_RealMadrid,Granada,RealMadrid,,,,notstarted,35,23_24
RealMadrid_Granada,RealMadrid,Granada,,,,notstarted,35,23_24
AthleticClub_Osasuna,AthleticClub,Osasuna,,,,notstarted,35,23_24
Osasuna_AthleticClub,Osasuna,AthleticClub,,,,notstarted,35,23_24
Cádiz_Getafe,Cádiz,Getafe,,,,notstarted,35,23_24
Getafe_Cádiz,Getafe,Cádiz,,,,notstarted,35,23_24
AtléticoMadrid_CeltaVigo,AtléticoMadrid,CeltaVigo,,,,notstarted,35,23_24
CeltaVigo_AtléticoMadrid,CeltaVigo,AtléticoMadrid,,,,notstarted,35,23_24
Valencia_RayoVallecano,Valencia,RayoVallecano,,,,notstarted,35,23_24
RayoVallecano_Valencia,RayoVallecano,Valencia,,,,notstarted,35,23_24
RealBetis_Almería,RealBetis,Almería,,,,notstarted,35,23_24
Almería_RealBetis,Almería,RealBetis,,,,notstarted,35,23_24
Barcelona_RealSociedad,Barcelona,RealSociedad,,,,notstarted,35,23_24
RealSociedad_Barcelona,RealSociedad,Barcelona,,,,notstarted,35,23_24
Osasuna_Mallorca,Osasuna,Mallorca,,,,notstarted,36,23_24
Mallorca_Osasuna,Mallorca,Osasuna,,,,notstarted,36,23_24
RealMadrid_DeportivoAlavés,RealMadrid,DeportivoAlavés,,,,notstarted,36,23_24
DeportivoAlavés_RealMadrid,DeportivoAlavés,RealMadrid,,,,notstarted,36,23_24
GironaFC_Villarreal,GironaFC,Villarreal,,,,notstarted,36,23_24
Villarreal_GironaFC,Villarreal,GironaFC,,,,notstarted,36,23_24
RayoVallecano_Granada,RayoVallecano,Granada,,,,notstarted,36,23_24
Granada_RayoVallecano,Granada,RayoVallecano,,,,notstarted,36,23_24
Sevilla_Cádiz,Sevilla,Cádiz,,,,notstarted,36,23_24
Cádiz_Sevilla,Cádiz,Sevilla,,,,notstarted,36,23_24
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,,,,notstarted,36,23_24
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,,,,notstarted,36,23_24
Getafe_AtléticoMadrid,Getafe,AtléticoMadrid,,,,notstarted,36,23_24
AtléticoMadrid_Getafe,AtléticoMadrid,Getafe,,,,notstarted,36,23_24
LasPalmas_RealBetis,LasPalmas,RealBetis,,,,notstarted,36,23_24
RealBetis_LasPalmas,RealBetis,LasPalmas,,,,notstarted,36,23_24
Almería_Barcelona,Almería,Barcelona,,,,notstarted,36,23_24
Barcelona_Almería,Barcelona,Almería,,,,notstarted,36,23_24
RealSociedad_Valencia,RealSociedad,Valencia,,,,notstarted,36,23_24
Valencia_RealSociedad,Valencia,RealSociedad,,,,notstarted,36,23_24
AthleticClub_Sevilla,AthleticClub,Sevilla,,,,notstarted,37,23_24
Sevilla_AthleticClub,Sevilla,AthleticClub,,,,notstarted,37,23_24
AtléticoMadrid_Osasuna,AtléticoMadrid,Osasuna,,,,notstarted,37,23_24
Osasuna_AtléticoMadrid,Osasuna,AtléticoMadrid,,,,notstarted,37,23_24
Barcelona_RayoVallecano,Barcelona,RayoVallecano,,,,notstarted,37,23_24
RayoVallecano_Barcelona,RayoVallecano,Barcelona,,,,notstarted,37,23_24
Cádiz_LasPalmas,Cádiz,LasPalmas,,,,notstarted,37,23_24
LasPalmas_Cádiz,LasPalmas,Cádiz,,,,notstarted,37,23_24
DeportivoAlavés_Getafe,DeportivoAlavés,Getafe,,,,notstarted,37,23_24
Getafe_DeportivoAlavés,Getafe,DeportivoAlavés,,,,notstarted,37,23_24
Granada_CeltaVigo,Granada,CeltaVigo,,,,notstarted,37,23_24
CeltaVigo_Granada,CeltaVigo,Granada,,,,notstarted,37,23_24
Mallorca_Almería,Mallorca,Almería,,,,notstarted,37,23_24
Almería_Mallorca,Almería,Mallorca,,,,notstarted,37,23_24
RealBetis_RealSociedad,RealBetis,RealSociedad,,,,notstarted,37,23_24
RealSociedad_RealBetis,RealSociedad,RealBetis,,,,notstarted,37,23_24
Valencia_GironaFC,Valencia,GironaFC,,,,notstarted,37,23_24
GironaFC_Valencia,GironaFC,Valencia,,,,notstarted,37,23_24
Villarreal_RealMadrid,Villarreal,RealMadrid,,,,notstarted,37,23_24
RealMadrid_Villarreal,RealMadrid,Villarreal,,,,notstarted,37,23_24
Almería_Cádiz,Almería,Cádiz,,,,notstarted,38,23_24
Cádiz_Almería,Cádiz,Almería,,,,notstarted,38,23_24
CeltaVigo_Valencia,CeltaVigo,Valencia,,,,notstarted,38,23_24
Valencia_CeltaVigo,Valencia,CeltaVigo,,,,notstarted,38,23_24
Getafe_Mallorca,Getafe,Mallorca,,,,notstarted,38,23_24
Mallorca_Getafe,Mallorca,Getafe,,,,notstarted,38,23_24
GironaFC_Granada,GironaFC,Granada,,,,notstarted,38,23_24
Granada_GironaFC,Granada,GironaFC,,,,notstarted,38,23_24
LasPalmas_DeportivoAlavés,LasPalmas,DeportivoAlavés,,,,notstarted,38,23_24
DeportivoAlavés_LasPalmas,DeportivoAlavés,LasPalmas,,,,notstarted,38,23_24
Osasuna_Villarreal,Osasuna,Villarreal,,,,notstarted,38,23_24
Villarreal_Osasuna,Villarreal,Osasuna,,,,notstarted,38,23_24
RayoVallecano_AthleticClub,RayoVallecano,AthleticClub,,,,notstarted,38,23_24
AthleticClub_RayoVallecano,AthleticClub,RayoVallecano,,,,notstarted,38,23_24
RealMadrid_RealBetis,RealMadrid,RealBetis,,,,notstarted,38,23_24
RealBetis_RealMadrid,RealBetis,RealMadrid,,,,notstarted,38,23_24
RealSociedad_AtléticoMadrid,RealSociedad,AtléticoMadrid,,,,notstarted,38,23_24
AtléticoMadrid_RealSociedad,AtléticoMadrid,RealSociedad,,,,notstarted,38,23_24
Sevilla_Barcelona,Sevilla,Barcelona,,,,notstarted,38,23_24
Barcelona_Sevilla,Barcelona,Sevilla,,,,notstarted,38,23_24
Cádiz_Villarreal,Cádiz,Villarreal,3.0,1.0,win,finished,4,23_24
Villarreal_Cádiz,Villarreal,Cádiz,1.0,3.0,loss,finished,4,23_24
Almería_CeltaVigo,Almería,CeltaVigo,2.0,3.0,loss,finished,4,23_24
CeltaVigo_Almería,CeltaVigo,Almería,3.0,2.0,win,finished,4,23_24
RealSociedad_Granada,RealSociedad,Granada,5.0,3.0,win,finished,4,23_24
Granada_RealSociedad,Granada,RealSociedad,3.0,5.0,loss,finished,4,23_24
RealMadrid_Getafe,RealMadrid,Getafe,2.0,1.0,win,finished,4,23_24
Getafe_RealMadrid,Getafe,RealMadrid,1.0,2.0,loss,finished,4,23_24
DeportivoAlavés_Valencia,DeportivoAlavés,Valencia,1.0,0.0,win,finished,4,23_24
Valencia_DeportivoAlavés,Valencia,DeportivoAlavés,0.0,1.0,loss,finished,4,23_24
RealBetis_RayoVallecano,RealBetis,RayoVallecano,1.0,0.0,win,finished,4,23_24
RayoVallecano_RealBetis,RayoVallecano,RealBetis,0.0,1.0,loss,finished,4,23_24
GironaFC_LasPalmas,GironaFC,LasPalmas,1.0,0.0,win,finished,4,23_24
LasPalmas_GironaFC,LasPalmas,GironaFC,0.0,1.0,loss,finished,4,23_24
Mallorca_AthleticClub,Mallorca,AthleticClub,0.0,0.0,draw,finished,4,23_24
AthleticClub_Mallorca,AthleticClub,Mallorca,0.0,0.0,draw,finished,4,23_24
AtléticoMadrid_Sevilla,AtléticoMadrid,Sevilla,,,,postponed,4,23_24
Sevilla_AtléticoMadrid,Sevilla,AtléticoMadrid,,,,postponed,4,23_24
Osasuna_Barcelona,Osasuna,Barcelona,1.0,2.0,loss,finished,4,23_24
Barcelona_Osasuna,Barcelona,Osasuna,2.0,1.0,win,finished,4,23_24
AtléticoMadrid_Sevilla,AtléticoMadrid,Sevilla,1.0,0.0,win,finished,4,23_24
Sevilla_AtléticoMadrid,Sevilla,AtléticoMadrid,0.0,1.0,loss,finished,4,23_24
RayoVallecano_DeportivoAlavés,RayoVallecano,DeportivoAlavés,2.0,0.0,win,finished,5,23_24
DeportivoAlavés_RayoVallecano,DeportivoAlavés,RayoVallecano,0.0,2.0,loss,finished,5,23_24
AthleticClub_Cádiz,AthleticClub,Cádiz,3.0,0.0,win,finished,5,23_24
Cádiz_AthleticClub,Cádiz,AthleticClub,0.0,3.0,loss,finished,5,23_24
Valencia_AtléticoMadrid,Valencia,AtléticoMadrid,3.0,0.0,win,finished,5,23_24
AtléticoMadrid_Valencia,AtléticoMadrid,Valencia,0.0,3.0,loss,finished,5,23_24
CeltaVigo_Mallorca,CeltaVigo,Mallorca,0.0,1.0,loss,finished,5,23_24
Mallorca_CeltaVigo,Mallorca,CeltaVigo,1.0,0.0,win,finished,5,23_24
Barcelona_RealBetis,Barcelona,RealBetis,5.0,0.0,win,finished,5,23_24
RealBetis_Barcelona,RealBetis,Barcelona,0.0,5.0,loss,finished,5,23_24
Getafe_Osasuna,Getafe,Osasuna,3.0,2.0,win,finished,5,23_24
Osasuna_Getafe,Osasuna,Getafe,2.0,3.0,loss,finished,5,23_24
Villarreal_Almería,Villarreal,Almería,2.0,1.0,win,finished,5,23_24
Almería_Villarreal,Almería,Villarreal,1.0,2.0,loss,finished,5,23_24
Sevilla_LasPalmas,Sevilla,LasPalmas,1.0,0.0,win,finished,5,23_24
LasPalmas_Sevilla,LasPalmas,Sevilla,0.0,1.0,loss,finished,5,23_24
RealMadrid_RealSociedad,RealMadrid,RealSociedad,2.0,1.0,win,finished,5,23_24
RealSociedad_RealMadrid,RealSociedad,RealMadrid,1.0,2.0,loss,finished,5,23_24
Granada_GironaFC,Granada,GironaFC,2.0,4.0,loss,finished,5,23_24
GironaFC_Granada,GironaFC,Granada,4.0,2.0,win,finished,5,23_24
DeportivoAlavés_AthleticClub,DeportivoAlavés,AthleticClub,0.0,2.0,loss,finished,6,23_24
AthleticClub_DeportivoAlavés,AthleticClub,DeportivoAlavés,2.0,0.0,win,finished,6,23_24
GironaFC_Mallorca,GironaFC,Mallorca,5.0,3.0,win,finished,6,23_24
Mallorca_GironaFC,Mallorca,GironaFC,3.0,5.0,loss,finished,6,23_24
Osasuna_Sevilla,Osasuna,Sevilla,0.0,0.0,draw,finished,6,23_24
Sevilla_Osasuna,Sevilla,Osasuna,0.0,0.0,draw,finished,6,23_24
Barcelona_CeltaVigo,Barcelona,CeltaVigo,3.0,2.0,win,finished,6,23_24
CeltaVigo_Barcelona,CeltaVigo,Barcelona,2.0,3.0,loss,finished,6,23_24
Almería_Valencia,Almería,Valencia,2.0,2.0,draw,finished,6,23_24
Valencia_Almería,Valencia,Almería,2.0,2.0,draw,finished,6,23_24
RealSociedad_Getafe,RealSociedad,Getafe,4.0,3.0,win,finished,6,23_24
Getafe_RealSociedad,Getafe,RealSociedad,3.0,4.0,loss,finished,6,23_24
RayoVallecano_Villarreal,RayoVallecano,Villarreal,1.0,1.0,draw,finished,6,23_24
Villarreal_RayoVallecano,Villarreal,RayoVallecano,1.0,1.0,draw,finished,6,23_24
LasPalmas_Granada,LasPalmas,Granada,1.0,0.0,win,finished,6,23_24
Granada_LasPalmas,Granada,LasPalmas,0.0,1.0,loss,finished,6,23_24
RealBetis_Cádiz,RealBetis,Cádiz,1.0,1.0,draw,finished,6,23_24
Cádiz_RealBetis,Cádiz,RealBetis,1.0,1.0,draw,finished,6,23_24
AtléticoMadrid_RealMadrid,AtléticoMadrid,RealMadrid,3.0,1.0,win,finished,6,23_24
RealMadrid_AtléticoMadrid,RealMadrid,AtléticoMadrid,1.0,3.0,loss,finished,6,23_24
Sevilla_Almería,Sevilla,Almería,5.0,1.0,win,finished,7,23_24
Almería_Sevilla,Almería,Sevilla,1.0,5.0,loss,finished,7,23_24
Mallorca_Barcelona,Mallorca,Barcelona,2.0,2.0,draw,finished,7,23_24
Barcelona_Mallorca,Barcelona,Mallorca,2.0,2.0,draw,finished,7,23_24
AthleticClub_Getafe,AthleticClub,Getafe,2.0,2.0,draw,finished,7,23_24
Getafe_AthleticClub,Getafe,AthleticClub,2.0,2.0,draw,finished,7,23_24
RealMadrid_LasPalmas,RealMadrid,LasPalmas,2.0,0.0,win,finished,7,23_24
LasPalmas_RealMadrid,LasPalmas,RealMadrid,0.0,2.0,loss,finished,7,23_24
Villarreal_GironaFC,Villarreal,GironaFC,1.0,2.0,loss,finished,7,23_24
GironaFC_Villarreal,GironaFC,Villarreal,2.0,1.0,win,finished,7,23_24
Cádiz_RayoVallecano,Cádiz,RayoVallecano,0.0,0.0,draw,finished,7,23_24
RayoVallecano_Cádiz,RayoVallecano,Cádiz,0.0,0.0,draw,finished,7,23_24
Valencia_RealSociedad,Valencia,RealSociedad,0.0,1.0,loss,finished,7,23_24
RealSociedad_Valencia,RealSociedad,Valencia,1.0,0.0,win,finished,7,23_24
CeltaVigo_DeportivoAlavés,CeltaVigo,DeportivoAlavés,1.0,1.0,draw,finished,7,23_24
DeportivoAlavés_CeltaVigo,DeportivoAlavés,CeltaVigo,1.0,1.0,draw,finished,7,23_24
Granada_RealBetis,Granada,RealBetis,1.0,1.0,draw,finished,7,23_24
RealBetis_Granada,RealBetis,Granada,1.0,1.0,draw,finished,7,23_24
Osasuna_AtléticoMadrid,Osasuna,AtléticoMadrid,0.0,2.0,loss,finished,7,23_24
AtléticoMadrid_Osasuna,AtléticoMadrid,Osasuna,2.0,0.0,win,finished,7,23_24
Barcelona_Sevilla,Barcelona,Sevilla,1.0,0.0,win,finished,8,23_24
Sevilla_Barcelona,Sevilla,Barcelona,0.0,1.0,loss,finished,8,23_24
Getafe_Villarreal,Getafe,Villarreal,0.0,0.0,draw,finished,8,23_24
Villarreal_Getafe,Villarreal,Getafe,0.0,0.0,draw,finished,8,23_24
RayoVallecano_Mallorca,RayoVallecano,Mallorca,2.0,2.0,draw,finished,8,23_24
Mallorca_RayoVallecano,Mallorca,RayoVallecano,2.0,2.0,draw,finished,8,23_24
GironaFC_RealMadrid,GironaFC,RealMadrid,0.0,3.0,loss,finished,8,23_24
RealMadrid_GironaFC,RealMadrid,GironaFC,3.0,0.0,win,finished,8,23_24
RealSociedad_AthleticClub,RealSociedad,AthleticClub,3.0,0.0,win,finished,8,23_24
AthleticClub_RealSociedad,AthleticClub,RealSociedad,0.0,3.0,loss,finished,8,23_24
Almería_Granada,Almería,Granada,3.0,3.0,draw,finished,8,23_24
Granada_Almería,Granada,Almería,3.0,3.0,draw,finished,8,23_24
DeportivoAlavés_Osasuna,DeportivoAlavés,Osasuna,0.0,2.0,loss,finished,8,23_24
Osasuna_DeportivoAlavés,Osasuna,DeportivoAlavés,2.0,0.0,win,finished,8,23_24
AtléticoMadrid_Cádiz,AtléticoMadrid,Cádiz,3.0,2.0,win,finished,8,23_24
Cádiz_AtléticoMadrid,Cádiz,AtléticoMadrid,2.0,3.0,loss,finished,8,23_24
RealBetis_Valencia,RealBetis,Valencia,3.0,0.0,win,finished,8,23_24
Valencia_RealBetis,Valencia,RealBetis,0.0,3.0,loss,finished,8,23_24
LasPalmas_CeltaVigo,LasPalmas,CeltaVigo,2.0,1.0,win,finished,8,23_24
CeltaVigo_LasPalmas,CeltaVigo,LasPalmas,1.0,2.0,loss,finished,8,23_24
AthleticClub_Almería,AthleticClub,Almería,3.0,0.0,win,finished,9,23_24
Almería_AthleticClub,Almería,AthleticClub,0.0,3.0,loss,finished,9,23_24
Cádiz_GironaFC,Cádiz,GironaFC,0.0,1.0,loss,finished,9,23_24
GironaFC_Cádiz,GironaFC,Cádiz,1.0,0.0,win,finished,9,23_24
RealMadrid_Osasuna,RealMadrid,Osasuna,4.0,0.0,win,finished,9,23_24
Osasuna_RealMadrid,Osasuna,RealMadrid,0.0,4.0,loss,finished,9,23_24
Mallorca_Valencia,Mallorca,Valencia,1.0,1.0,draw,finished,9,23_24
Valencia_Mallorca,Valencia,Mallorca,1.0,1.0,draw,finished,9,23_24
Sevilla_RayoVallecano,Sevilla,RayoVallecano,2.0,2.0,draw,finished,9,23_24
RayoVallecano_Sevilla,RayoVallecano,Sevilla,2.0,2.0,draw,finished,9,23_24
Villarreal_LasPalmas,Villarreal,LasPalmas,1.0,2.0,loss,finished,9,23_24
LasPalmas_Villarreal,LasPalmas,Villarreal,2.0,1.0,win,finished,9,23_24
AtléticoMadrid_RealSociedad,AtléticoMadrid,RealSociedad,2.0,1.0,win,finished,9,23_24
RealSociedad_AtléticoMadrid,RealSociedad,AtléticoMadrid,1.0,2.0,loss,finished,9,23_24
CeltaVigo_Getafe,CeltaVigo,Getafe,2.0,2.0,draw,finished,9,23_24
Getafe_CeltaVigo,Getafe,CeltaVigo,2.0,2.0,draw,finished,9,23_24
DeportivoAlavés_RealBetis,DeportivoAlavés,RealBetis,1.0,1.0,draw,finished,9,23_24
RealBetis_DeportivoAlavés,RealBetis,DeportivoAlavés,1.0,1.0,draw,finished,9,23_24
Granada_Barcelona,Granada,Barcelona,2.0,2.0,draw,finished,9,23_24
Barcelona_Granada,Barcelona,Granada,2.0,2.0,draw,finished,9,23_24
