match,team,opponent,team_score,opponent_score,result,status,round,season,event_id
Elche_Sevilla,Elche,Sevilla,0.0,3.0,loss,finished,2,20_21,9301661
DeportivoAlaves_Getafe,DeportivoAlaves,Getafe,0.0,1.0,draw,finished,3,20_21,8966332
Getafe_DeportivoAlaves,Getafe,DeportivoAlaves,1.0,0.0,draw,finished,3,20_21,8966332
Valencia_Huesca,Valencia,Huesca,2.0,2.0,draw,finished,3,20_21,8966263
Huesca_Valencia,Huesca,Valencia,2.0,2.0,draw,finished,3,20_21,8966263
Elche_RealSociedad,Elche,RealSociedad,0.0,3.0,loss,finished,3,20_21,8966267
RealSociedad_Elche,RealSociedad,Elche,3.0,0.0,win,finished,3,20_21,8966267
RealBetis_RealMadrid,RealBetis,RealMadrid,2.0,3.0,loss,finished,3,20_21,8966260
RealMadrid_RealBetis,RealMadrid,RealBetis,3.0,2.0,win,finished,3,20_21,8966260
Osasuna_LevanteUD,Osasuna,LevanteUD,2.0,4.0,loss,finished,3,20_21,8966336
LevanteUD_Osasuna,LevanteUD,Osasuna,4.0,2.0,win,finished,3,20_21,8966336
Eibar_AthleticClub,Eibar,AthleticClub,1.0,3.0,loss,finished,3,20_21,8966261
AthleticClub_Eibar,AthleticClub,Eibar,3.0,1.0,win,finished,3,20_21,8966261
AtleticoMadrid_Granada,AtleticoMadrid,Granada,6.0,2.0,win,finished,3,20_21,8966264
Granada_AtleticoMadrid,Granada,AtleticoMadrid,2.0,6.0,loss,finished,3,20_21,8966264
Cadiz_Sevilla,Cadiz,Sevilla,1.0,3.0,loss,finished,3,20_21,8966327
Sevilla_Cadiz,Sevilla,Cadiz,3.0,1.0,win,finished,3,20_21,8966327
RealValladolid_CeltaVigo,RealValladolid,CeltaVigo,2.0,1.0,draw,finished,3,20_21,8966317
CeltaVigo_RealValladolid,CeltaVigo,RealValladolid,1.0,2.0,draw,finished,3,20_21,8966317
Barcelona_Villarreal,Barcelona,Villarreal,4.0,0.0,win,finished,3,20_21,8966265
Villarreal_Barcelona,Villarreal,Barcelona,0.0,4.0,loss,finished,3,20_21,8966265
RealSociedad_Valencia,RealSociedad,Valencia,0.0,2.0,loss,finished,4,20_21,8966315
Valencia_RealSociedad,Valencia,RealSociedad,2.0,0.0,win,finished,4,20_21,8966315
Getafe_RealBetis,Getafe,RealBetis,3.0,1.0,win,finished,4,20_21,8966340
RealBetis_Getafe,RealBetis,Getafe,1.0,3.0,loss,finished,4,20_21,8966340
Huesca_AtleticoMadrid,Huesca,AtleticoMadrid,0.0,0.0,draw,finished,4,20_21,8966328
AtleticoMadrid_Huesca,AtleticoMadrid,Huesca,0.0,0.0,draw,finished,4,20_21,8966328
Villarreal_DeportivoAlaves,Villarreal,DeportivoAlaves,3.0,1.0,win,finished,4,20_21,8966308
DeportivoAlaves_Villarreal,DeportivoAlaves,Villarreal,1.0,3.0,loss,finished,4,20_21,8966308
Eibar_Elche,Eibar,Elche,0.0,2.0,loss,finished,4,20_21,8966268
Elche_Eibar,Elche,Eibar,2.0,0.0,win,finished,4,20_21,8966268
RealMadrid_RealValladolid,RealMadrid,RealValladolid,1.0,1.0,win,finished,4,20_21,8966358
RealValladolid_RealMadrid,RealValladolid,RealMadrid,1.0,1.0,loss,finished,4,20_21,8966358
AthleticClub_Cadiz,AthleticClub,Cadiz,0.0,1.0,loss,finished,4,20_21,8966270
Cadiz_AthleticClub,Cadiz,AthleticClub,1.0,0.0,win,finished,4,20_21,8966270
Sevilla_LevanteUD,Sevilla,LevanteUD,1.0,0.0,win,finished,4,20_21,8966351
LevanteUD_Sevilla,LevanteUD,Sevilla,0.0,1.0,loss,finished,4,20_21,8966351
CeltaVigo_Barcelona,CeltaVigo,Barcelona,1.0,3.0,loss,finished,4,20_21,8966266
Barcelona_CeltaVigo,Barcelona,CeltaVigo,3.0,1.0,win,finished,4,20_21,8966266
Granada_Osasuna,Granada,Osasuna,,,,canceled,4,20_21,8966313
Osasuna_Granada,Osasuna,Granada,,,,canceled,4,20_21,8966313
Granada_Osasuna,Granada,Osasuna,3.0,0.0,win,finished,4,20_21,9037745
Osasuna_Granada,Osasuna,Granada,0.0,3.0,loss,finished,4,20_21,9037745
RealValladolid_Eibar,RealValladolid,Eibar,1.0,2.0,loss,finished,5,20_21,8966314
Eibar_RealValladolid,Eibar,RealValladolid,2.0,1.0,win,finished,5,20_21,8966314
AtleticoMadrid_Villarreal,AtleticoMadrid,Villarreal,1.0,1.0,draw,finished,5,20_21,8966323
Villarreal_AtleticoMadrid,Villarreal,AtleticoMadrid,1.0,1.0,draw,finished,5,20_21,8966323
Elche_Huesca,Elche,Huesca,1.0,0.0,draw,finished,5,20_21,8966306
Huesca_Elche,Huesca,Elche,0.0,1.0,draw,finished,5,20_21,8966306
RealSociedad_Getafe,RealSociedad,Getafe,3.0,0.0,win,finished,5,20_21,8966316
Getafe_RealSociedad,Getafe,RealSociedad,0.0,3.0,loss,finished,5,20_21,8966316
Valencia_RealBetis,Valencia,RealBetis,0.0,3.0,loss,finished,5,20_21,8966342
RealBetis_Valencia,RealBetis,Valencia,3.0,0.0,win,finished,5,20_21,8966342
Osasuna_CeltaVigo,Osasuna,CeltaVigo,3.0,1.0,win,finished,5,20_21,8966318
CeltaVigo_Osasuna,CeltaVigo,Osasuna,1.0,3.0,loss,finished,5,20_21,8966318
DeportivoAlaves_AthleticClub,DeportivoAlaves,AthleticClub,2.0,0.0,win,finished,5,20_21,8966506
AthleticClub_DeportivoAlaves,AthleticClub,DeportivoAlaves,0.0,2.0,loss,finished,5,20_21,8966506
LevanteUD_RealMadrid,LevanteUD,RealMadrid,1.0,3.0,loss,finished,5,20_21,8966350
RealMadrid_LevanteUD,RealMadrid,LevanteUD,3.0,1.0,win,finished,5,20_21,8966350
Cadiz_Granada,Cadiz,Granada,1.0,2.0,draw,finished,5,20_21,8966311
Granada_Cadiz,Granada,Cadiz,2.0,1.0,draw,finished,5,20_21,8966311
Barcelona_Sevilla,Barcelona,Sevilla,2.0,2.0,draw,finished,5,20_21,8966334
Sevilla_Barcelona,Sevilla,Barcelona,2.0,2.0,draw,finished,5,20_21,8966334
Granada_Sevilla,Granada,Sevilla,2.0,1.0,win,finished,6,20_21,8966509
Sevilla_Granada,Sevilla,Granada,1.0,2.0,loss,finished,6,20_21,8966509
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,0.0,3.0,loss,finished,6,20_21,8966319
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,3.0,0.0,win,finished,6,20_21,8966319
RealMadrid_Cadiz,RealMadrid,Cadiz,1.0,1.0,loss,finished,6,20_21,8966310
Cadiz_RealMadrid,Cadiz,RealMadrid,1.0,1.0,win,finished,6,20_21,8966310
Getafe_Barcelona,Getafe,Barcelona,2.0,1.0,win,finished,6,20_21,8966303
Barcelona_Getafe,Barcelona,Getafe,1.0,2.0,loss,finished,6,20_21,8966303
Eibar_Osasuna,Eibar,Osasuna,1.0,1.0,draw,finished,6,20_21,8966337
Osasuna_Eibar,Osasuna,Eibar,1.0,1.0,draw,finished,6,20_21,8966337
AthleticClub_LevanteUD,AthleticClub,LevanteUD,2.0,1.0,win,finished,6,20_21,8966304
LevanteUD_AthleticClub,LevanteUD,AthleticClub,1.0,2.0,loss,finished,6,20_21,8966304
Villarreal_Valencia,Villarreal,Valencia,3.0,2.0,win,finished,6,20_21,8966339
Valencia_Villarreal,Valencia,Villarreal,2.0,3.0,loss,finished,6,20_21,8966339
DeportivoAlaves_Elche,DeportivoAlaves,Elche,0.0,3.0,loss,finished,6,20_21,8966301
Elche_DeportivoAlaves,Elche,DeportivoAlaves,3.0,0.0,win,finished,6,20_21,8966301
Huesca_RealValladolid,Huesca,RealValladolid,2.0,2.0,draw,finished,6,20_21,8966349
RealValladolid_Huesca,RealValladolid,Huesca,2.0,2.0,draw,finished,6,20_21,8966349
RealBetis_RealSociedad,RealBetis,RealSociedad,0.0,4.0,loss,finished,6,20_21,8966305
RealSociedad_RealBetis,RealSociedad,RealBetis,4.0,0.0,win,finished,6,20_21,8966305
Elche_Valencia,Elche,Valencia,2.0,1.0,win,finished,7,20_21,8966331
Valencia_Elche,Valencia,Elche,1.0,2.0,loss,finished,7,20_21,8966331
Barcelona_RealMadrid,Barcelona,RealMadrid,1.0,4.0,loss,finished,7,20_21,8966307
RealMadrid_Barcelona,RealMadrid,Barcelona,4.0,1.0,win,finished,7,20_21,8966307
Osasuna_AthleticClub,Osasuna,AthleticClub,1.0,0.0,win,finished,7,20_21,8966293
AthleticClub_Osasuna,AthleticClub,Osasuna,0.0,1.0,loss,finished,7,20_21,8966293
Sevilla_Eibar,Sevilla,Eibar,1.0,2.0,loss,finished,7,20_21,8966296
Eibar_Sevilla,Eibar,Sevilla,2.0,1.0,win,finished,7,20_21,8966296
AtleticoMadrid_RealBetis,AtleticoMadrid,RealBetis,2.0,0.0,win,finished,7,20_21,8966302
RealBetis_AtleticoMadrid,RealBetis,AtleticoMadrid,0.0,2.0,loss,finished,7,20_21,8966302
RealValladolid_DeportivoAlaves,RealValladolid,DeportivoAlaves,0.0,2.0,loss,finished,7,20_21,8966347
DeportivoAlaves_RealValladolid,DeportivoAlaves,RealValladolid,2.0,0.0,win,finished,7,20_21,8966347
Cadiz_Villarreal,Cadiz,Villarreal,1.0,1.0,draw,finished,7,20_21,8966354
Villarreal_Cadiz,Villarreal,Cadiz,1.0,1.0,draw,finished,7,20_21,8966354
Getafe_Granada,Getafe,Granada,1.0,1.0,loss,finished,7,20_21,8966312
Granada_Getafe,Granada,Getafe,1.0,1.0,win,finished,7,20_21,8966312
RealSociedad_Huesca,RealSociedad,Huesca,5.0,2.0,win,finished,7,20_21,8966297
Huesca_RealSociedad,Huesca,RealSociedad,2.0,5.0,loss,finished,7,20_21,8966297
LevanteUD_CeltaVigo,LevanteUD,CeltaVigo,2.0,2.0,draw,finished,7,20_21,8966309
CeltaVigo_LevanteUD,CeltaVigo,LevanteUD,2.0,2.0,draw,finished,7,20_21,8966309
Eibar_Cadiz,Eibar,Cadiz,0.0,3.0,loss,finished,8,20_21,8966345
Cadiz_Eibar,Cadiz,Eibar,3.0,0.0,win,finished,8,20_21,8966345
RealMadrid_Huesca,RealMadrid,Huesca,5.0,1.0,win,finished,8,20_21,8966361
Huesca_RealMadrid,Huesca,RealMadrid,1.0,5.0,loss,finished,8,20_21,8966361
AthleticClub_Sevilla,AthleticClub,Sevilla,3.0,1.0,win,finished,8,20_21,8966295
Sevilla_AthleticClub,Sevilla,AthleticClub,1.0,3.0,loss,finished,8,20_21,8966295
Osasuna_AtleticoMadrid,Osasuna,AtleticoMadrid,1.0,3.0,loss,finished,8,20_21,8966507
AtleticoMadrid_Osasuna,AtleticoMadrid,Osasuna,3.0,1.0,win,finished,8,20_21,8966507
DeportivoAlaves_Barcelona,DeportivoAlaves,Barcelona,1.0,1.0,draw,finished,8,20_21,8966341
Barcelona_DeportivoAlaves,Barcelona,DeportivoAlaves,1.0,1.0,draw,finished,8,20_21,8966341
RealBetis_Elche,RealBetis,Elche,3.0,1.0,win,finished,8,20_21,8966320
Elche_RealBetis,Elche,RealBetis,1.0,3.0,loss,finished,8,20_21,8966320
CeltaVigo_RealSociedad,CeltaVigo,RealSociedad,1.0,5.0,loss,finished,8,20_21,8966298
RealSociedad_CeltaVigo,RealSociedad,CeltaVigo,5.0,1.0,win,finished,8,20_21,8966298
Granada_LevanteUD,Granada,LevanteUD,1.0,2.0,draw,finished,8,20_21,8966300
LevanteUD_Granada,LevanteUD,Granada,2.0,1.0,draw,finished,8,20_21,8966300
Valencia_Getafe,Valencia,Getafe,3.0,3.0,draw,finished,8,20_21,8966355
Getafe_Valencia,Getafe,Valencia,3.0,3.0,draw,finished,8,20_21,8966355
Villarreal_RealValladolid,Villarreal,RealValladolid,2.0,1.0,win,finished,8,20_21,8966299
RealValladolid_Villarreal,RealValladolid,Villarreal,1.0,2.0,loss,finished,8,20_21,8966299
Elche_CeltaVigo,Elche,CeltaVigo,1.0,2.0,draw,finished,9,20_21,8966508
CeltaVigo_Elche,CeltaVigo,Elche,2.0,1.0,draw,finished,9,20_21,8966508
Huesca_Eibar,Huesca,Eibar,1.0,1.0,draw,finished,9,20_21,8966290
Eibar_Huesca,Eibar,Huesca,1.0,1.0,draw,finished,9,20_21,8966290
Barcelona_RealBetis,Barcelona,RealBetis,6.0,3.0,win,finished,9,20_21,8966289
RealBetis_Barcelona,RealBetis,Barcelona,3.0,6.0,loss,finished,9,20_21,8966289
Sevilla_Osasuna,Sevilla,Osasuna,2.0,1.0,win,finished,9,20_21,8966291
Osasuna_Sevilla,Osasuna,Sevilla,1.0,2.0,loss,finished,9,20_21,8966291
AtleticoMadrid_Cadiz,AtleticoMadrid,Cadiz,4.0,1.0,win,finished,9,20_21,8966352
Cadiz_AtleticoMadrid,Cadiz,AtleticoMadrid,1.0,4.0,loss,finished,9,20_21,8966352
Getafe_Villarreal,Getafe,Villarreal,2.0,3.0,loss,finished,9,20_21,8966321
Villarreal_Getafe,Villarreal,Getafe,3.0,2.0,win,finished,9,20_21,8966321
RealSociedad_Granada,RealSociedad,Granada,3.0,1.0,win,finished,9,20_21,8966285
Granada_RealSociedad,Granada,RealSociedad,1.0,3.0,loss,finished,9,20_21,8966285
LevanteUD_DeportivoAlaves,LevanteUD,DeportivoAlaves,2.0,1.0,draw,finished,9,20_21,8966343
DeportivoAlaves_LevanteUD,DeportivoAlaves,LevanteUD,1.0,2.0,draw,finished,9,20_21,8966343
RealValladolid_AthleticClub,RealValladolid,AthleticClub,2.0,1.0,win,finished,9,20_21,8966338
AthleticClub_RealValladolid,AthleticClub,RealValladolid,1.0,2.0,loss,finished,9,20_21,8966338
Valencia_RealMadrid,Valencia,RealMadrid,4.0,2.0,win,finished,9,20_21,8966326
RealMadrid_Valencia,RealMadrid,Valencia,2.0,4.0,loss,finished,9,20_21,8966326
Osasuna_Huesca,Osasuna,Huesca,2.0,2.0,draw,finished,10,20_21,8966280
Huesca_Osasuna,Huesca,Osasuna,2.0,2.0,draw,finished,10,20_21,8966280
LevanteUD_Elche,LevanteUD,Elche,1.0,2.0,draw,finished,10,20_21,8966353
Elche_LevanteUD,Elche,LevanteUD,2.0,1.0,draw,finished,10,20_21,8966353
Villarreal_RealMadrid,Villarreal,RealMadrid,2.0,2.0,draw,finished,10,20_21,8966325
RealMadrid_Villarreal,RealMadrid,Villarreal,2.0,2.0,draw,finished,10,20_21,8966325
Sevilla_CeltaVigo,Sevilla,CeltaVigo,4.0,2.0,win,finished,10,20_21,8966281
CeltaVigo_Sevilla,CeltaVigo,Sevilla,2.0,4.0,loss,finished,10,20_21,8966281
AtleticoMadrid_Barcelona,AtleticoMadrid,Barcelona,1.0,0.0,win,finished,10,20_21,8966292
Barcelona_AtleticoMadrid,Barcelona,AtleticoMadrid,0.0,1.0,loss,finished,10,20_21,8966292
Eibar_Getafe,Eibar,Getafe,0.0,1.0,draw,finished,10,20_21,8966525
Getafe_Eibar,Getafe,Eibar,1.0,0.0,draw,finished,10,20_21,8966525
Cadiz_RealSociedad,Cadiz,RealSociedad,0.0,2.0,loss,finished,10,20_21,8966359
RealSociedad_Cadiz,RealSociedad,Cadiz,2.0,0.0,win,finished,10,20_21,8966359
Granada_RealValladolid,Granada,RealValladolid,2.0,4.0,loss,finished,10,20_21,8966348
RealValladolid_Granada,RealValladolid,Granada,4.0,2.0,win,finished,10,20_21,8966348
DeportivoAlaves_Valencia,DeportivoAlaves,Valencia,2.0,3.0,draw,finished,10,20_21,8966294
Valencia_DeportivoAlaves,Valencia,DeportivoAlaves,3.0,2.0,draw,finished,10,20_21,8966294
AthleticClub_RealBetis,AthleticClub,RealBetis,4.0,0.0,win,finished,10,20_21,8966288
RealBetis_AthleticClub,RealBetis,AthleticClub,0.0,4.0,loss,finished,10,20_21,8966288
RealValladolid_LevanteUD,RealValladolid,LevanteUD,2.0,1.0,draw,finished,11,20_21,8966356
LevanteUD_RealValladolid,LevanteUD,RealValladolid,1.0,2.0,draw,finished,11,20_21,8966356
Elche_Cadiz,Elche,Cadiz,2.0,2.0,draw,finished,11,20_21,8966287
Cadiz_Elche,Cadiz,Elche,2.0,2.0,draw,finished,11,20_21,8966287
Valencia_AtleticoMadrid,Valencia,AtleticoMadrid,0.0,1.0,loss,finished,11,20_21,8966283
AtleticoMadrid_Valencia,AtleticoMadrid,Valencia,1.0,0.0,win,finished,11,20_21,8966283
Huesca_Sevilla,Huesca,Sevilla,1.0,2.0,loss,finished,11,20_21,8966346
Sevilla_Huesca,Sevilla,Huesca,2.0,1.0,win,finished,11,20_21,8966346
RealMadrid_DeportivoAlaves,RealMadrid,DeportivoAlaves,1.0,2.0,loss,finished,11,20_21,8966333
DeportivoAlaves_RealMadrid,DeportivoAlaves,RealMadrid,2.0,1.0,win,finished,11,20_21,8966333
Barcelona_Osasuna,Barcelona,Osasuna,5.0,1.0,win,finished,11,20_21,8966335
Osasuna_Barcelona,Osasuna,Barcelona,1.0,5.0,loss,finished,11,20_21,8966335
Getafe_AthleticClub,Getafe,AthleticClub,2.0,2.0,draw,finished,11,20_21,8966282
AthleticClub_Getafe,AthleticClub,Getafe,2.0,2.0,draw,finished,11,20_21,8966282
CeltaVigo_Granada,CeltaVigo,Granada,3.0,2.0,win,finished,11,20_21,8966513
Granada_CeltaVigo,Granada,CeltaVigo,2.0,3.0,loss,finished,11,20_21,8966513
RealSociedad_Villarreal,RealSociedad,Villarreal,2.0,2.0,draw,finished,11,20_21,8966362
Villarreal_RealSociedad,Villarreal,RealSociedad,2.0,2.0,draw,finished,11,20_21,8966362
RealBetis_Eibar,RealBetis,Eibar,1.0,2.0,loss,finished,11,20_21,8966284
Eibar_RealBetis,Eibar,RealBetis,2.0,1.0,win,finished,11,20_21,8966284
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,0.0,3.0,loss,finished,12,20_21,8966286
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,3.0,0.0,win,finished,12,20_21,8966286
LevanteUD_Getafe,LevanteUD,Getafe,3.0,1.0,win,finished,12,20_21,8966275
Getafe_LevanteUD,Getafe,LevanteUD,1.0,3.0,loss,finished,12,20_21,8966275
Sevilla_RealMadrid,Sevilla,RealMadrid,0.0,1.0,loss,finished,12,20_21,8966324
RealMadrid_Sevilla,RealMadrid,Sevilla,1.0,0.0,win,finished,12,20_21,8966324
AtleticoMadrid_RealValladolid,AtleticoMadrid,RealValladolid,2.0,1.0,win,finished,12,20_21,8966500
RealValladolid_AtleticoMadrid,RealValladolid,AtleticoMadrid,1.0,2.0,loss,finished,12,20_21,8966500
Cadiz_Barcelona,Cadiz,Barcelona,3.0,2.0,win,finished,12,20_21,8966278
Barcelona_Cadiz,Barcelona,Cadiz,2.0,3.0,loss,finished,12,20_21,8966278
Granada_Huesca,Granada,Huesca,4.0,3.0,draw,finished,12,20_21,8966274
Huesca_Granada,Huesca,Granada,3.0,4.0,draw,finished,12,20_21,8966274
Osasuna_RealBetis,Osasuna,RealBetis,1.0,2.0,loss,finished,12,20_21,8966277
RealBetis_Osasuna,RealBetis,Osasuna,2.0,1.0,win,finished,12,20_21,8966277
Villarreal_Elche,Villarreal,Elche,1.0,0.0,draw,finished,12,20_21,8966279
Elche_Villarreal,Elche,Villarreal,0.0,1.0,draw,finished,12,20_21,8966279
DeportivoAlaves_RealSociedad,DeportivoAlaves,RealSociedad,0.0,1.0,draw,finished,12,20_21,8966344
RealSociedad_DeportivoAlaves,RealSociedad,DeportivoAlaves,1.0,0.0,draw,finished,12,20_21,8966344
Eibar_Valencia,Eibar,Valencia,1.0,0.0,draw,finished,12,20_21,8966276
Valencia_Eibar,Valencia,Eibar,0.0,1.0,draw,finished,12,20_21,8966276
RealValladolid_Osasuna,RealValladolid,Osasuna,3.0,3.0,win,finished,13,20_21,8966421
Osasuna_RealValladolid,Osasuna,RealValladolid,3.0,3.0,loss,finished,13,20_21,8966421
Valencia_AthleticClub,Valencia,AthleticClub,2.0,2.0,draw,finished,13,20_21,8966518
AthleticClub_Valencia,AthleticClub,Valencia,2.0,2.0,draw,finished,13,20_21,8966518
Getafe_Sevilla,Getafe,Sevilla,0.0,2.0,loss,finished,13,20_21,8966424
Sevilla_Getafe,Sevilla,Getafe,2.0,0.0,win,finished,13,20_21,8966424
Huesca_DeportivoAlaves,Huesca,DeportivoAlaves,2.0,1.0,win,finished,13,20_21,8966416
DeportivoAlaves_Huesca,DeportivoAlaves,Huesca,1.0,2.0,loss,finished,13,20_21,8966416
RealMadrid_AtleticoMadrid,RealMadrid,AtleticoMadrid,3.0,1.0,win,finished,13,20_21,8966433
AtleticoMadrid_RealMadrid,AtleticoMadrid,RealMadrid,1.0,3.0,loss,finished,13,20_21,8966433
RealSociedad_Eibar,RealSociedad,Eibar,2.0,1.0,draw,finished,13,20_21,8966441
Eibar_RealSociedad,Eibar,RealSociedad,1.0,2.0,draw,finished,13,20_21,8966441
RealBetis_Villarreal,RealBetis,Villarreal,2.0,2.0,draw,finished,13,20_21,8966428
Villarreal_RealBetis,Villarreal,RealBetis,2.0,2.0,draw,finished,13,20_21,8966428
Elche_Granada,Elche,Granada,1.0,1.0,loss,finished,13,20_21,8966376
Granada_Elche,Granada,Elche,1.0,1.0,win,finished,13,20_21,8966376
Barcelona_LevanteUD,Barcelona,LevanteUD,1.0,0.0,win,finished,13,20_21,8966414
LevanteUD_Barcelona,LevanteUD,Barcelona,0.0,1.0,loss,finished,13,20_21,8966414
CeltaVigo_Cadiz,CeltaVigo,Cadiz,5.0,1.0,win,finished,13,20_21,8966429
Cadiz_CeltaVigo,Cadiz,CeltaVigo,1.0,5.0,loss,finished,13,20_21,8966429
AthleticClub_Huesca,AthleticClub,Huesca,2.0,1.0,win,finished,14,20_21,8966383
Huesca_AthleticClub,Huesca,AthleticClub,1.0,2.0,loss,finished,14,20_21,8966383
AtleticoMadrid_Elche,AtleticoMadrid,Elche,4.0,1.0,win,finished,14,20_21,8966387
Elche_AtleticoMadrid,Elche,AtleticoMadrid,1.0,4.0,loss,finished,14,20_21,8966387
Barcelona_Valencia,Barcelona,Valencia,3.0,2.0,draw,finished,14,20_21,8966378
Valencia_Barcelona,Valencia,Barcelona,2.0,3.0,draw,finished,14,20_21,8966378
LevanteUD_RealSociedad,LevanteUD,RealSociedad,2.0,1.0,win,finished,14,20_21,8966410
RealSociedad_LevanteUD,RealSociedad,LevanteUD,1.0,2.0,loss,finished,14,20_21,8966410
Osasuna_Villarreal,Osasuna,Villarreal,2.0,3.0,loss,finished,14,20_21,8966398
Villarreal_Osasuna,Villarreal,Osasuna,3.0,2.0,win,finished,14,20_21,8966398
Sevilla_RealValladolid,Sevilla,RealValladolid,2.0,1.0,draw,finished,14,20_21,8966405
RealValladolid_Sevilla,RealValladolid,Sevilla,1.0,2.0,draw,finished,14,20_21,8966405
CeltaVigo_DeportivoAlaves,CeltaVigo,DeportivoAlaves,2.0,1.0,win,finished,14,20_21,8966380
