match,team,opponent,team_score,opponent_score,result,status,round,season,event_id
Cadiz_RealBetis,Cadiz,RealBetis,1.0,1.0,draw,finished,2,21_22,9602810
DeportivoAlaves_Mallorca,DeportivoAlaves,Mallorca,1.0,2.0,loss,finished,2,21_22,9602809
Mallorca_DeportivoAlaves,Mallorca,DeportivoAlaves,2.0,1.0,win,finished,2,21_22,9602809
Espanyol_Villarreal,Espanyol,Villarreal,0.0,0.0,draw,finished,2,21_22,9602802
Villarreal_Espanyol,Villarreal,Espanyol,0.0,0.0,draw,finished,2,21_22,9602802
Granada_Valencia,Granada,Valencia,2.0,2.0,draw,finished,2,21_22,9602804
Valencia_Granada,Valencia,Granada,2.0,2.0,draw,finished,2,21_22,9602804
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,1.0,draw,finished,2,21_22,9602805
Barcelona_AthleticClub,Barcelona,AthleticClub,1.0,1.0,draw,finished,2,21_22,9602805
RealSociedad_RayoVallecano,RealSociedad,RayoVallecano,1.0,1.0,win,finished,2,21_22,9602803
RayoVallecano_RealSociedad,RayoVallecano,RealSociedad,1.0,1.0,loss,finished,2,21_22,9602803
AtleticoMadrid_Elche,AtleticoMadrid,Elche,1.0,0.0,win,finished,2,21_22,9602806
Elche_AtleticoMadrid,Elche,AtleticoMadrid,0.0,1.0,loss,finished,2,21_22,9602806
LevanteUD_RealMadrid,LevanteUD,RealMadrid,3.0,4.0,draw,finished,2,21_22,9602807
RealMadrid_LevanteUD,RealMadrid,LevanteUD,4.0,3.0,draw,finished,2,21_22,9602807
Getafe_Sevilla,Getafe,Sevilla,1.0,1.0,loss,finished,2,21_22,9602808
Sevilla_Getafe,Sevilla,Getafe,1.0,1.0,win,finished,2,21_22,9602808
Osasuna_CeltaVigo,Osasuna,CeltaVigo,1.0,0.0,draw,finished,2,21_22,9602811
CeltaVigo_Osasuna,CeltaVigo,Osasuna,0.0,1.0,draw,finished,2,21_22,9602811
Mallorca_Espanyol,Mallorca,Espanyol,1.0,1.0,win,finished,3,21_22,9602829
Espanyol_Mallorca,Espanyol,Mallorca,1.0,1.0,loss,finished,3,21_22,9602829
Valencia_DeportivoAlaves,Valencia,DeportivoAlaves,3.0,1.0,win,finished,3,21_22,9602822
DeportivoAlaves_Valencia,DeportivoAlaves,Valencia,1.0,3.0,loss,finished,3,21_22,9602822
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,1.0,1.0,loss,finished,3,21_22,9602830
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,1.0,1.0,win,finished,3,21_22,9602830
Elche_Sevilla,Elche,Sevilla,2.0,1.0,draw,finished,3,21_22,9602819
Sevilla_Elche,Sevilla,Elche,1.0,2.0,draw,finished,3,21_22,9602819
RealSociedad_LevanteUD,RealSociedad,LevanteUD,2.0,1.0,win,finished,3,21_22,9602827
LevanteUD_RealSociedad,LevanteUD,RealSociedad,1.0,2.0,loss,finished,3,21_22,9602827
RealBetis_RealMadrid,RealBetis,RealMadrid,0.0,2.0,loss,finished,3,21_22,9602832
RealMadrid_RealBetis,RealMadrid,RealBetis,2.0,0.0,win,finished,3,21_22,9602832
Barcelona_Getafe,Barcelona,Getafe,2.0,1.0,win,finished,3,21_22,9602828
Getafe_Barcelona,Getafe,Barcelona,1.0,2.0,loss,finished,3,21_22,9602828
Cadiz_Osasuna,Cadiz,Osasuna,3.0,3.0,loss,finished,3,21_22,9602826
Osasuna_Cadiz,Osasuna,Cadiz,3.0,3.0,win,finished,3,21_22,9602826
RayoVallecano_Granada,RayoVallecano,Granada,4.0,0.0,win,finished,3,21_22,9602816
Granada_RayoVallecano,Granada,RayoVallecano,0.0,4.0,loss,finished,3,21_22,9602816
AtleticoMadrid_Villarreal,AtleticoMadrid,Villarreal,2.0,3.0,draw,finished,3,21_22,9602831
Villarreal_AtleticoMadrid,Villarreal,AtleticoMadrid,3.0,2.0,draw,finished,3,21_22,9602831
LevanteUD_RayoVallecano,LevanteUD,RayoVallecano,1.0,1.0,draw,finished,4,21_22,9602818
RayoVallecano_LevanteUD,RayoVallecano,LevanteUD,1.0,1.0,draw,finished,4,21_22,9602818
Villarreal_DeportivoAlaves,Villarreal,DeportivoAlaves,,,,postponed,4,21_22,9602823
DeportivoAlaves_Villarreal,DeportivoAlaves,Villarreal,,,,postponed,4,21_22,9602823
AthleticClub_Mallorca,AthleticClub,Mallorca,2.0,1.0,win,finished,4,21_22,9602821
Mallorca_AthleticClub,Mallorca,AthleticClub,1.0,2.0,loss,finished,4,21_22,9602821
Sevilla_Barcelona,Sevilla,Barcelona,,,,postponed,4,21_22,9602817
Barcelona_Sevilla,Barcelona,Sevilla,,,,postponed,4,21_22,9602817
Espanyol_AtleticoMadrid,Espanyol,AtleticoMadrid,1.0,2.0,loss,finished,4,21_22,9602813
AtleticoMadrid_Espanyol,AtleticoMadrid,Espanyol,2.0,1.0,win,finished,4,21_22,9602813
Osasuna_Valencia,Osasuna,Valencia,2.0,5.0,loss,finished,4,21_22,9602824
Valencia_Osasuna,Valencia,Osasuna,5.0,2.0,win,finished,4,21_22,9602824
Cadiz_RealSociedad,Cadiz,RealSociedad,0.0,2.0,loss,finished,4,21_22,9602812
RealSociedad_Cadiz,RealSociedad,Cadiz,2.0,0.0,win,finished,4,21_22,9602812
RealMadrid_CeltaVigo,RealMadrid,CeltaVigo,6.0,3.0,win,finished,4,21_22,9602825
CeltaVigo_RealMadrid,CeltaVigo,RealMadrid,3.0,6.0,loss,finished,4,21_22,9602825
Getafe_Elche,Getafe,Elche,0.0,2.0,loss,finished,4,21_22,9602815
Elche_Getafe,Elche,Getafe,2.0,0.0,win,finished,4,21_22,9602815
Granada_RealBetis,Granada,RealBetis,2.0,3.0,loss,finished,4,21_22,9602814
RealBetis_Granada,RealBetis,Granada,3.0,2.0,win,finished,4,21_22,9602814
Villarreal_DeportivoAlaves,Villarreal,DeportivoAlaves,6.0,3.0,win,finished,4,21_22,9979984
DeportivoAlaves_Villarreal,DeportivoAlaves,Villarreal,3.0,6.0,loss,finished,4,21_22,9979984
Sevilla_Barcelona,Sevilla,Barcelona,2.0,1.0,draw,finished,4,21_22,9979985
Barcelona_Sevilla,Barcelona,Sevilla,1.0,2.0,draw,finished,4,21_22,9979985
CeltaVigo_Cadiz,CeltaVigo,Cadiz,1.0,3.0,loss,finished,5,21_22,9602904
Cadiz_CeltaVigo,Cadiz,CeltaVigo,3.0,1.0,win,finished,5,21_22,9602904
RayoVallecano_Getafe,RayoVallecano,Getafe,3.0,0.0,win,finished,5,21_22,9602889
Getafe_RayoVallecano,Getafe,RayoVallecano,0.0,3.0,loss,finished,5,21_22,9602889
AtleticoMadrid_AthleticClub,AtleticoMadrid,AthleticClub,0.0,1.0,draw,finished,5,21_22,9602841
AthleticClub_AtleticoMadrid,AthleticClub,AtleticoMadrid,1.0,0.0,draw,finished,5,21_22,9602841
Elche_LevanteUD,Elche,LevanteUD,2.0,1.0,draw,finished,5,21_22,9602898
LevanteUD_Elche,LevanteUD,Elche,1.0,2.0,draw,finished,5,21_22,9602898
DeportivoAlaves_Osasuna,DeportivoAlaves,Osasuna,1.0,2.0,loss,finished,5,21_22,9602848
Osasuna_DeportivoAlaves,Osasuna,DeportivoAlaves,2.0,1.0,win,finished,5,21_22,9602848
Mallorca_Villarreal,Mallorca,Villarreal,0.0,1.0,draw,finished,5,21_22,9602906
Villarreal_Mallorca,Villarreal,Mallorca,1.0,0.0,draw,finished,5,21_22,9602906
RealSociedad_Sevilla,RealSociedad,Sevilla,1.0,1.0,draw,finished,5,21_22,9602899
Sevilla_RealSociedad,Sevilla,RealSociedad,1.0,1.0,draw,finished,5,21_22,9602899
RealBetis_Espanyol,RealBetis,Espanyol,2.0,2.0,draw,finished,5,21_22,9602902
Espanyol_RealBetis,Espanyol,RealBetis,2.0,2.0,draw,finished,5,21_22,9602902
Valencia_RealMadrid,Valencia,RealMadrid,2.0,2.0,loss,finished,5,21_22,9602895
RealMadrid_Valencia,RealMadrid,Valencia,2.0,2.0,win,finished,5,21_22,9602895
Barcelona_Granada,Barcelona,Granada,2.0,1.0,draw,finished,5,21_22,9602845
Granada_Barcelona,Granada,Barcelona,1.0,2.0,draw,finished,5,21_22,9602845
Getafe_AtleticoMadrid,Getafe,AtleticoMadrid,1.0,2.0,loss,finished,6,21_22,9602917
AtleticoMadrid_Getafe,AtleticoMadrid,Getafe,2.0,1.0,win,finished,6,21_22,9602917
AthleticClub_RayoVallecano,AthleticClub,RayoVallecano,2.0,2.0,loss,finished,6,21_22,9602894
RayoVallecano_AthleticClub,RayoVallecano,AthleticClub,2.0,2.0,win,finished,6,21_22,9602894
LevanteUD_CeltaVigo,LevanteUD,CeltaVigo,0.0,3.0,loss,finished,6,21_22,9602918
CeltaVigo_LevanteUD,CeltaVigo,LevanteUD,3.0,0.0,win,finished,6,21_22,9602918
Espanyol_DeportivoAlaves,Espanyol,DeportivoAlaves,1.0,1.0,win,finished,6,21_22,9602919
DeportivoAlaves_Espanyol,DeportivoAlaves,Espanyol,1.0,1.0,loss,finished,6,21_22,9602919
Sevilla_Valencia,Sevilla,Valencia,3.0,2.0,win,finished,6,21_22,9602916
Valencia_Sevilla,Valencia,Sevilla,2.0,3.0,loss,finished,6,21_22,9602916
RealMadrid_Mallorca,RealMadrid,Mallorca,7.0,1.0,win,finished,6,21_22,9602910
Mallorca_RealMadrid,Mallorca,RealMadrid,1.0,7.0,loss,finished,6,21_22,9602910
Villarreal_Elche,Villarreal,Elche,4.0,2.0,win,finished,6,21_22,9602876
Elche_Villarreal,Elche,Villarreal,2.0,4.0,loss,finished,6,21_22,9602876
Granada_RealSociedad,Granada,RealSociedad,2.0,4.0,loss,finished,6,21_22,9602920
RealSociedad_Granada,RealSociedad,Granada,4.0,2.0,win,finished,6,21_22,9602920
Osasuna_RealBetis,Osasuna,RealBetis,2.0,3.0,loss,finished,6,21_22,9602908
RealBetis_Osasuna,RealBetis,Osasuna,3.0,2.0,win,finished,6,21_22,9602908
Cadiz_Barcelona,Cadiz,Barcelona,0.0,1.0,draw,finished,6,21_22,9602911
Barcelona_Cadiz,Barcelona,Cadiz,1.0,0.0,draw,finished,6,21_22,9602911
DeportivoAlaves_AtleticoMadrid,DeportivoAlaves,AtleticoMadrid,1.0,0.0,win,finished,7,21_22,9602871
AtleticoMadrid_DeportivoAlaves,AtleticoMadrid,DeportivoAlaves,0.0,1.0,loss,finished,7,21_22,9602871
Valencia_AthleticClub,Valencia,AthleticClub,2.0,2.0,draw,finished,7,21_22,9602888
AthleticClub_Valencia,AthleticClub,Valencia,2.0,2.0,draw,finished,7,21_22,9602888
Sevilla_Espanyol,Sevilla,Espanyol,2.0,1.0,win,finished,7,21_22,9602883
Espanyol_Sevilla,Espanyol,Sevilla,1.0,2.0,loss,finished,7,21_22,9602883
RealMadrid_Villarreal,RealMadrid,Villarreal,1.0,1.0,draw,finished,7,21_22,9602870
Villarreal_RealMadrid,Villarreal,RealMadrid,1.0,1.0,draw,finished,7,21_22,9602870
Mallorca_Osasuna,Mallorca,Osasuna,3.0,3.0,loss,finished,7,21_22,9602860
Osasuna_Mallorca,Osasuna,Mallorca,3.0,3.0,win,finished,7,21_22,9602860
Barcelona_LevanteUD,Barcelona,LevanteUD,3.0,0.0,win,finished,7,21_22,9602882
LevanteUD_Barcelona,LevanteUD,Barcelona,0.0,3.0,loss,finished,7,21_22,9602882
RayoVallecano_Cadiz,RayoVallecano,Cadiz,3.0,2.0,win,finished,7,21_22,9602897
Cadiz_RayoVallecano,Cadiz,RayoVallecano,2.0,3.0,loss,finished,7,21_22,9602897
RealSociedad_Elche,RealSociedad,Elche,2.0,1.0,win,finished,7,21_22,9602878
Elche_RealSociedad,Elche,RealSociedad,1.0,2.0,loss,finished,7,21_22,9602878
RealBetis_Getafe,RealBetis,Getafe,3.0,0.0,win,finished,7,21_22,9602887
Getafe_RealBetis,Getafe,RealBetis,0.0,3.0,loss,finished,7,21_22,9602887
CeltaVigo_Granada,CeltaVigo,Granada,1.0,1.0,win,finished,7,21_22,9602874
Granada_CeltaVigo,Granada,CeltaVigo,1.0,1.0,loss,finished,7,21_22,9602874
AthleticClub_DeportivoAlaves,AthleticClub,DeportivoAlaves,2.0,0.0,win,finished,8,21_22,9602892
DeportivoAlaves_AthleticClub,DeportivoAlaves,AthleticClub,0.0,2.0,loss,finished,8,21_22,9602892
Osasuna_RayoVallecano,Osasuna,RayoVallecano,1.0,0.0,win,finished,8,21_22,9602867
RayoVallecano_Osasuna,RayoVallecano,Osasuna,0.0,1.0,loss,finished,8,21_22,9602867
Mallorca_LevanteUD,Mallorca,LevanteUD,2.0,1.0,win,finished,8,21_22,9602884
LevanteUD_Mallorca,LevanteUD,Mallorca,1.0,2.0,loss,finished,8,21_22,9602884
Cadiz_Valencia,Cadiz,Valencia,0.0,0.0,draw,finished,8,21_22,9602881
Valencia_Cadiz,Valencia,Cadiz,0.0,0.0,draw,finished,8,21_22,9602881
AtleticoMadrid_Barcelona,AtleticoMadrid,Barcelona,2.0,1.0,win,finished,8,21_22,9602880
Barcelona_AtleticoMadrid,Barcelona,AtleticoMadrid,1.0,2.0,loss,finished,8,21_22,9602880
Elche_CeltaVigo,Elche,CeltaVigo,2.0,1.0,win,finished,8,21_22,9602853
CeltaVigo_Elche,CeltaVigo,Elche,1.0,2.0,loss,finished,8,21_22,9602853
Espanyol_RealMadrid,Espanyol,RealMadrid,2.0,1.0,win,finished,8,21_22,9602857
RealMadrid_Espanyol,RealMadrid,Espanyol,1.0,2.0,loss,finished,8,21_22,9602857
Getafe_RealSociedad,Getafe,RealSociedad,1.0,2.0,draw,finished,8,21_22,9602879
RealSociedad_Getafe,RealSociedad,Getafe,2.0,1.0,draw,finished,8,21_22,9602879
Villarreal_RealBetis,Villarreal,RealBetis,2.0,1.0,win,finished,8,21_22,9602851
RealBetis_Villarreal,RealBetis,Villarreal,1.0,2.0,loss,finished,8,21_22,9602851
Granada_Sevilla,Granada,Sevilla,1.0,0.0,win,finished,8,21_22,9602856
Sevilla_Granada,Sevilla,Granada,0.0,1.0,loss,finished,8,21_22,9602856
LevanteUD_Getafe,LevanteUD,Getafe,1.0,1.0,draw,finished,9,21_22,9602868
Getafe_LevanteUD,Getafe,LevanteUD,1.0,1.0,draw,finished,9,21_22,9602868
RealSociedad_Mallorca,RealSociedad,Mallorca,1.0,0.0,win,finished,9,21_22,9602863
Mallorca_RealSociedad,Mallorca,RealSociedad,0.0,1.0,loss,finished,9,21_22,9602863
RayoVallecano_Elche,RayoVallecano,Elche,2.0,2.0,win,finished,9,21_22,9602866
Elche_RayoVallecano,Elche,RayoVallecano,2.0,2.0,loss,finished,9,21_22,9602866
CeltaVigo_Sevilla,CeltaVigo,Sevilla,1.0,2.0,loss,finished,9,21_22,9602850
Sevilla_CeltaVigo,Sevilla,CeltaVigo,2.0,1.0,win,finished,9,21_22,9602850
Villarreal_Osasuna,Villarreal,Osasuna,1.0,2.0,loss,finished,9,21_22,9602859
Osasuna_Villarreal,Osasuna,Villarreal,2.0,1.0,win,finished,9,21_22,9602859
Barcelona_Valencia,Barcelona,Valencia,3.0,1.0,win,finished,9,21_22,9602855
Valencia_Barcelona,Valencia,Barcelona,1.0,3.0,loss,finished,9,21_22,9602855
Granada_AtleticoMadrid,Granada,AtleticoMadrid,,,,postponed,9,21_22,9602865
AtleticoMadrid_Granada,AtleticoMadrid,Granada,,,,postponed,9,21_22,9602865
RealMadrid_AthleticClub,RealMadrid,AthleticClub,,,,postponed,9,21_22,9602861
AthleticClub_RealMadrid,AthleticClub,RealMadrid,,,,postponed,9,21_22,9602861
DeportivoAlaves_RealBetis,DeportivoAlaves,RealBetis,1.0,2.0,loss,finished,9,21_22,9602852
RealBetis_DeportivoAlaves,RealBetis,DeportivoAlaves,2.0,1.0,win,finished,9,21_22,9602852
Espanyol_Cadiz,Espanyol,Cadiz,2.0,1.0,win,finished,9,21_22,9602862
Cadiz_Espanyol,Cadiz,Espanyol,1.0,2.0,loss,finished,9,21_22,9602862
RealMadrid_AthleticClub,RealMadrid,AthleticClub,2.0,0.0,win,finished,9,21_22,9971194
AthleticClub_RealMadrid,AthleticClub,RealMadrid,0.0,2.0,loss,finished,9,21_22,9971194
Granada_AtleticoMadrid,Granada,AtleticoMadrid,2.0,1.0,win,finished,9,21_22,9979994
AtleticoMadrid_Granada,AtleticoMadrid,Granada,1.0,2.0,loss,finished,9,21_22,9979994
Osasuna_Granada,Osasuna,Granada,1.0,2.0,draw,finished,10,21_22,9602837
Granada_Osasuna,Granada,Osasuna,2.0,1.0,draw,finished,10,21_22,9602837
Valencia_Mallorca,Valencia,Mallorca,3.0,3.0,draw,finished,10,21_22,9602836
Mallorca_Valencia,Mallorca,Valencia,3.0,3.0,draw,finished,10,21_22,9602836
Cadiz_DeportivoAlaves,Cadiz,DeportivoAlaves,1.0,2.0,loss,finished,10,21_22,9602834
DeportivoAlaves_Cadiz,DeportivoAlaves,Cadiz,2.0,1.0,win,finished,10,21_22,9602834
Elche_Espanyol,Elche,Espanyol,2.0,2.0,draw,finished,10,21_22,9602843
Espanyol_Elche,Espanyol,Elche,2.0,2.0,draw,finished,10,21_22,9602843
AthleticClub_Villarreal,AthleticClub,Villarreal,3.0,2.0,win,finished,10,21_22,9602864
Villarreal_AthleticClub,Villarreal,AthleticClub,2.0,3.0,loss,finished,10,21_22,9602864
Sevilla_LevanteUD,Sevilla,LevanteUD,5.0,4.0,win,finished,10,21_22,9602838
LevanteUD_Sevilla,LevanteUD,Sevilla,4.0,5.0,loss,finished,10,21_22,9602838
Barcelona_RealMadrid,Barcelona,RealMadrid,1.0,3.0,loss,finished,10,21_22,9602833
RealMadrid_Barcelona,RealMadrid,Barcelona,3.0,1.0,win,finished,10,21_22,9602833
RealBetis_RayoVallecano,RealBetis,RayoVallecano,4.0,2.0,win,finished,10,21_22,9602839
RayoVallecano_RealBetis,RayoVallecano,RealBetis,2.0,4.0,loss,finished,10,21_22,9602839
AtleticoMadrid_RealSociedad,AtleticoMadrid,RealSociedad,3.0,2.0,draw,finished,10,21_22,9602835
RealSociedad_AtleticoMadrid,RealSociedad,AtleticoMadrid,2.0,3.0,draw,finished,10,21_22,9602835
Getafe_CeltaVigo,Getafe,CeltaVigo,0.0,4.0,loss,finished,10,21_22,9602840
CeltaVigo_Getafe,CeltaVigo,Getafe,4.0,0.0,win,finished,10,21_22,9602840
DeportivoAlaves_Elche,DeportivoAlaves,Elche,1.0,0.0,win,finished,11,21_22,9602847
Elche_DeportivoAlaves,Elche,DeportivoAlaves,0.0,1.0,loss,finished,11,21_22,9602847
Espanyol_AthleticClub,Espanyol,AthleticClub,1.0,1.0,draw,finished,11,21_22,9602849
AthleticClub_Espanyol,AthleticClub,Espanyol,1.0,1.0,draw,finished,11,21_22,9602849
Villarreal_Cadiz,Villarreal,Cadiz,3.0,4.0,draw,finished,11,21_22,9602907
Cadiz_Villarreal,Cadiz,Villarreal,4.0,3.0,draw,finished,11,21_22,9602907
Mallorca_Sevilla,Mallorca,Sevilla,2.0,1.0,draw,finished,11,21_22,9602842
Sevilla_Mallorca,Sevilla,Mallorca,1.0,2.0,draw,finished,11,21_22,9602842
RayoVallecano_Barcelona,RayoVallecano,Barcelona,2.0,1.0,win,finished,11,21_22,9602901
Barcelona_RayoVallecano,Barcelona,RayoVallecano,1.0,2.0,loss,finished,11,21_22,9602901
RealBetis_Valencia,RealBetis,Valencia,4.0,1.0,win,finished,11,21_22,9602854
Valencia_RealBetis,Valencia,RealBetis,1.0,4.0,loss,finished,11,21_22,9602854
RealMadrid_Osasuna,RealMadrid,Osasuna,1.0,1.0,draw,finished,11,21_22,9602900
Osasuna_RealMadrid,Osasuna,RealMadrid,1.0,1.0,draw,finished,11,21_22,9602900
CeltaVigo_RealSociedad,CeltaVigo,RealSociedad,0.0,2.0,loss,finished,11,21_22,9602858
RealSociedad_CeltaVigo,RealSociedad,CeltaVigo,2.0,0.0,win,finished,11,21_22,9602858
Granada_Getafe,Granada,Getafe,1.0,2.0,draw,finished,11,21_22,9602844
Getafe_Granada,Getafe,Granada,2.0,1.0,draw,finished,11,21_22,9602844
LevanteUD_AtleticoMadrid,LevanteUD,AtleticoMadrid,3.0,2.0,draw,finished,11,21_22,9602846
AtleticoMadrid_LevanteUD,AtleticoMadrid,LevanteUD,2.0,3.0,draw,finished,11,21_22,9602846
Elche_RealMadrid,Elche,RealMadrid,2.0,2.0,loss,finished,12,21_22,9602912
RealMadrid_Elche,RealMadrid,Elche,2.0,2.0,win,finished,12,21_22,9602912
Sevilla_Osasuna,Sevilla,Osasuna,3.0,0.0,win,finished,12,21_22,9602913
Osasuna_Sevilla,Osasuna,Sevilla,0.0,3.0,loss,finished,12,21_22,9602913
Valencia_Villarreal,Valencia,Villarreal,3.0,1.0,win,finished,12,21_22,9602922
Villarreal_Valencia,Villarreal,Valencia,1.0,3.0,loss,finished,12,21_22,9602922
Barcelona_DeportivoAlaves,Barcelona,DeportivoAlaves,1.0,2.0,draw,finished,12,21_22,9602893
DeportivoAlaves_Barcelona,DeportivoAlaves,Barcelona,2.0,1.0,draw,finished,12,21_22,9602893
Cadiz_Mallorca,Cadiz,Mallorca,1.0,1.0,draw,finished,12,21_22,9602890
Mallorca_Cadiz,Mallorca,Cadiz,1.0,1.0,draw,finished,12,21_22,9602890
AtleticoMadrid_RealBetis,AtleticoMadrid,RealBetis,3.0,0.0,win,finished,12,21_22,9602903
RealBetis_AtleticoMadrid,RealBetis,AtleticoMadrid,0.0,3.0,loss,finished,12,21_22,9602903
Getafe_Espanyol,Getafe,Espanyol,2.0,2.0,win,finished,12,21_22,9602891
Espanyol_Getafe,Espanyol,Getafe,2.0,2.0,loss,finished,12,21_22,9602891
RealSociedad_AthleticClub,RealSociedad,AthleticClub,2.0,2.0,draw,finished,12,21_22,9602914
AthleticClub_RealSociedad,AthleticClub,RealSociedad,2.0,2.0,draw,finished,12,21_22,9602914
RayoVallecano_CeltaVigo,RayoVallecano,CeltaVigo,0.0,1.0,draw,finished,12,21_22,9602921
CeltaVigo_RayoVallecano,CeltaVigo,RayoVallecano,1.0,0.0,draw,finished,12,21_22,9602921
LevanteUD_Granada,LevanteUD,Granada,1.0,3.0,loss,finished,12,21_22,9602896
Granada_LevanteUD,Granada,LevanteUD,3.0,1.0,win,finished,12,21_22,9602896
AthleticClub_Cadiz,AthleticClub,Cadiz,0.0,2.0,loss,finished,13,21_22,9602909
Cadiz_AthleticClub,Cadiz,AthleticClub,2.0,0.0,win,finished,13,21_22,9602909
Espanyol_Granada,Espanyol,Granada,3.0,0.0,win,finished,13,21_22,9602885
Granada_Espanyol,Granada,Espanyol,0.0,3.0,loss,finished,13,21_22,9602885
CeltaVigo_Barcelona,CeltaVigo,Barcelona,4.0,3.0,draw,finished,13,21_22,9602873
Barcelona_CeltaVigo,Barcelona,CeltaVigo,3.0,4.0,draw,finished,13,21_22,9602873
DeportivoAlaves_LevanteUD,DeportivoAlaves,LevanteUD,3.0,2.0,win,finished,13,21_22,9602905
LevanteUD_DeportivoAlaves,LevanteUD,DeportivoAlaves,2.0,3.0,loss,finished,13,21_22,9602905
RealMadrid_RayoVallecano,RealMadrid,RayoVallecano,2.0,1.0,win,finished,13,21_22,9602869
RayoVallecano_RealMadrid,RayoVallecano,RealMadrid,1.0,2.0,loss,finished,13,21_22,9602869
Villarreal_Getafe,Villarreal,Getafe,2.0,0.0,win,finished,13,21_22,9602872
Getafe_Villarreal,Getafe,Villarreal,0.0,2.0,loss,finished,13,21_22,9602872
Valencia_AtleticoMadrid,Valencia,AtleticoMadrid,3.0,4.0,draw,finished,13,21_22,9602877
AtleticoMadrid_Valencia,AtleticoMadrid,Valencia,4.0,3.0,draw,finished,13,21_22,9602877
Mallorca_Elche,Mallorca,Elche,2.0,2.0,draw,finished,13,21_22,9602875
Elche_Mallorca,Elche,Mallorca,2.0,2.0,draw,finished,13,21_22,9602875
Osasuna_RealSociedad,Osasuna,RealSociedad,0.0,3.0,loss,finished,13,21_22,9602886
RealSociedad_Osasuna,RealSociedad,Osasuna,3.0,0.0,win,finished,13,21_22,9602886
RealBetis_Sevilla,RealBetis,Sevilla,0.0,3.0,loss,finished,13,21_22,9602915
Sevilla_RealBetis,Sevilla,RealBetis,3.0,0.0,win,finished,13,21_22,9602915
LevanteUD_AthleticClub,LevanteUD,AthleticClub,0.0,0.0,draw,finished,14,21_22,9602955
AthleticClub_LevanteUD,AthleticClub,LevanteUD,0.0,0.0,draw,finished,14,21_22,9602955
CeltaVigo_Villarreal,CeltaVigo,Villarreal,1.0,2.0,draw,finished,14,21_22,9602958
Villarreal_CeltaVigo,Villarreal,CeltaVigo,2.0,1.0,draw,finished,14,21_22,9602958
Sevilla_DeportivoAlaves,Sevilla,DeportivoAlaves,3.0,2.0,draw,finished,14,21_22,9602960
DeportivoAlaves_Sevilla,DeportivoAlaves,Sevilla,2.0,3.0,draw,finished,14,21_22,9602960
AtleticoMadrid_Osasuna,AtleticoMadrid,Osasuna,1.0,0.0,win,finished,14,21_22,9602954
Osasuna_AtleticoMadrid,Osasuna,AtleticoMadrid,0.0,1.0,loss,finished,14,21_22,9602954
Barcelona_Espanyol,Barcelona,Espanyol,2.0,0.0,win,finished,14,21_22,9602959
Espanyol_Barcelona,Espanyol,Barcelona,0.0,2.0,loss,finished,14,21_22,9602959
Getafe_Cadiz,Getafe,Cadiz,5.0,1.0,win,finished,14,21_22,9602965
Cadiz_Getafe,Cadiz,Getafe,1.0,5.0,loss,finished,14,21_22,9602965
Granada_RealMadrid,Granada,RealMadrid,2.0,4.0,loss,finished,14,21_22,9602969
